timestamp,BTC_binance,BTC_coinbase,ETH_binance,ETH_coinbase,SOL_binance,SOL_coinbase
2025-08-12T21:35:53.613040,119951.62,119859.975,4599.56,4593.755,191.84,191.635,0.23621,0.23596,1.224e-05,1.222e-05,3.284,3.28365,24.72,24.71,0.01805,0.01804765197629417,4.186,4.184,1.367e-05,1.366e-05
2025-08-12T21:36:19.668378,119960.54,119936.84,4598.64,4598.145,192.33,191.77,0.23618,0.236175,1.225e-05,1.2245e-05,3.2848,3.28325,24.72,24.71,0.01805,0.01804765197629417,4.187,4.1845,1.367e-05,1.367e-05
2025-08-12T21:36:45.342093,119988.21,119951.395,4599.56,4596.42,192.58,192.42,0.23657,0.23616,1.226e-05,1.2245e-05,3.2874,3.28395,24.77,24.725,0.01807,0.018023118651140396,4.191,4.1845,1.368e-05,1.367e-05
2025-08-12T21:37:11.489773,119995.23,119970.09,4599.47,4598.38,192.53,192.535,0.23657,0.236515,1.227e-05,1.226e-05,3.2871,3.2863,24.76,24.755,0.01808,0.018023118651140396,4.184,4.19,1.367e-05,1.368e-05
2025-08-12T21:37:36.122706,120000.01,119994.955,4602.1,4598.485,192.79,192.43,0.23676,0.23649,1.228e-05,1.226e-05,3.2874,3.28535,24.78,24.755,0.01809,0.018023118651140396,4.187,4.183,1.369e-05,1.368e-05
2025-08-12T21:38:01.411411,120027.46,119993.495,4598.92,4599.98,193.02,192.555,0.23688,0.236635,1.227e-05,1.228e-05,3.2891,3.28665,24.77,24.77,0.01808,0.0180172421311583,4.188,4.186,1.37e-05,1.368e-05
2025-08-12T21:38:27.593546,120004.42,120017.315,4603.29,4598.71,192.93,192.785,0.23677,0.23685,1.228e-05,1.2285e-05,3.2882,3.28825,24.77,24.78,0.01807,0.0180172421311583,4.185,4.1875,1.369e-05,1.37e-05
2025-08-12T21:38:54.640076,119996.88,119994.16,4601.24,4601.885,192.99,192.91,0.23672,0.23677,1.227e-05,1.228e-05,3.2888,3.2877,24.77,24.76,0.01807,0.0180172421311583,4.187,4.185,1.37e-05,1.369e-05
2025-08-12T21:39:21.418702,119996.89,119975.965,4604.32,4600.94,193.27,193.09,0.23698,0.236705,1.228e-05,1.227e-05,3.29,3.28765,24.78,24.76,0.01809,0.018027309371142285,4.191,4.1845,1.371e-05,1.37e-05
2025-08-12T21:39:48.748953,119996.89,119982.675,4606.01,4600.845,193.27,193.12,0.23713,0.236985,1.229e-05,1.2285e-05,3.2894,3.28905,24.78,24.76,0.01809,0.018027309371142285,4.192,4.1895,1.371e-05,1.371e-05
2025-08-12T21:40:16.344005,119983.71,119996.185,4606.98,4604.43,193.31,193.275,0.2371,0.237105,1.229e-05,1.229e-05,3.2897,3.28875,24.78,24.785,0.01808,0.01804319940692292,4.192,4.1895,1.371e-05,1.3715e-05
2025-08-12T21:40:41.736547,119978.63,119984.205,4605.11,4605.805,193.33,193.265,0.23693,0.237045,1.229e-05,1.228e-05,3.2892,3.2889,24.78,24.78,0.01809,0.01804319940692292,4.195,4.19,1.37e-05,1.3705e-05
2025-08-12T21:41:07.495376,119996.61,119981.075,4605.17,4604.245,193.27,193.33,0.237,0.236945,1.228e-05,1.228e-05,3.2893,3.2886,24.76,24.78,0.01809,0.018043329573248324,4.188,4.191,1.369e-05,1.3705e-05
2025-09-02T11:21:44.788780,<coroutine object get_binance_price at 0x000001F17F50B040>,<coroutine object get_coinbase_price at 0x000001F17F754440>,<coroutine object get_binance_price at 0x000001F17F754540>,<coroutine object get_coinbase_price at 0x000001F17F754640>,<coroutine object get_binance_price at 0x000001F17F754940>,<coroutine object get_coinbase_price at 0x000001F17F754A40>,<coroutine object get_binance_price at 0x000001F17F754B40>,<coroutine object get_coinbase_price at 0x000001F17F754C40>,<coroutine object get_binance_price at 0x000001F17F754D40>,<coroutine object get_coinbase_price at 0x000001F17F754E40>,<coroutine object get_binance_price at 0x000001F17F754F40>,<coroutine object get_coinbase_price at 0x000001F17F755040>,<coroutine object get_binance_price at 0x000001F17F755140>,<coroutine object get_coinbase_price at 0x000001F17F755240>,<coroutine object get_binance_price at 0x000001F17F755340>,<coroutine object get_coinbase_price at 0x000001F17F755440>,<coroutine object get_binance_price at 0x000001F17F755540>,<coroutine object get_coinbase_price at 0x000001F17F755640>,<coroutine object get_binance_price at 0x000001F17F755740>,<coroutine object get_coinbase_price at 0x000001F17F755840>
